"from","to","width","title"
"NDUFS7","NDUFA8",6,"NDUFS7-NDUFA8<br />0.6229"
"NDUFS8","NDUFA8",8,"NDUFS8-NDUFA8<br />0.7597"
"NDUFV1","NDUFA8",5,"NDUFV1-NDUFA8<br />0.5498"
"NDUFV2","NDUFA8",7,"NDUFV2-NDUFA8<br />0.734"
"PDSS2","NDUFA8",5,"PDSS2-NDUFA8<br />0.5048"
"RTN4IP1","NDUFA8",6,"RTN4IP1-NDUFA8<br />0.5576"
"TIMMDC1","NDUFA8",7,"TIMMDC1-NDUFA8<br />0.7089"
"NDUFB10","NDUFAF1",7,"NDUFB10-NDUFAF1<br />0.6665"
"NDUFB4","NDUFAF1",6,"NDUFB4-NDUFAF1<br />0.6027"
"NDUFB5","NDUFAF1",6,"NDUFB5-NDUFAF1<br />0.5892"
"NDUFB7","NDUFAF1",5,"NDUFB7-NDUFAF1<br />0.5237"
"NDUFB9","NDUFAF1",6,"NDUFB9-NDUFAF1<br />0.6161"
"NDUFC1","NDUFAF1",7,"NDUFC1-NDUFAF1<br />0.6731"
"NDUFC2","NDUFAF1",7,"NDUFC2-NDUFAF1<br />0.6763"
"NDUFS2","NDUFAF1",7,"NDUFS2-NDUFAF1<br />0.6949"
"NDUFS3","NDUFAF1",5,"NDUFS3-NDUFAF1<br />0.4633"
"NDUFS7","NDUFAF1",6,"NDUFS7-NDUFAF1<br />0.582"
"NDUFS8","NDUFAF1",6,"NDUFS8-NDUFAF1<br />0.64"
"NDUFV1","NDUFAF1",5,"NDUFV1-NDUFAF1<br />0.54"
"NDUFV2","NDUFAF1",6,"NDUFV2-NDUFAF1<br />0.6124"
"PDSS2","NDUFAF1",5,"PDSS2-NDUFAF1<br />0.4793"
"RTN4IP1","NDUFAF1",5,"RTN4IP1-NDUFAF1<br />0.5068"
"TIMMDC1","NDUFAF1",7,"TIMMDC1-NDUFAF1<br />0.6507"
"NDUFB4","NDUFB10",7,"NDUFB4-NDUFB10<br />0.6912"
"NDUFB5","NDUFB10",6,"NDUFB5-NDUFB10<br />0.6485"
"NDUFB7","NDUFB10",6,"NDUFB7-NDUFB10<br />0.6107"
"NDUFB9","NDUFB10",7,"NDUFB9-NDUFB10<br />0.6877"
"NDUFC1","NDUFB10",8,"NDUFC1-NDUFB10<br />0.7862"
"NDUFC2","NDUFB10",8,"NDUFC2-NDUFB10<br />0.7955"
"NDUFS2","NDUFB10",8,"NDUFS2-NDUFB10<br />0.7603"
"NDUFS3","NDUFB10",5,"NDUFS3-NDUFB10<br />0.5005"
"NDUFS7","NDUFB10",6,"NDUFS7-NDUFB10<br />0.6002"
"NDUFS8","NDUFB10",7,"NDUFS8-NDUFB10<br />0.7367"
"NDUFV1","NDUFB10",6,"NDUFV1-NDUFB10<br />0.5833"
"NDUFV2","NDUFB10",7,"NDUFV2-NDUFB10<br />0.7146"
"PDSS2","NDUFB10",5,"PDSS2-NDUFB10<br />0.5062"
"RTN4IP1","NDUFB10",5,"RTN4IP1-NDUFB10<br />0.5254"
"TIMMDC1","NDUFB10",7,"TIMMDC1-NDUFB10<br />0.7117"
"NDUFB5","NDUFB4",6,"NDUFB5-NDUFB4<br />0.6145"
"NDUFB7","NDUFB4",6,"NDUFB7-NDUFB4<br />0.5606"
"NDUFB9","NDUFB4",6,"NDUFB9-NDUFB4<br />0.6084"
"NDUFC1","NDUFB4",7,"NDUFC1-NDUFB4<br />0.7383"
"NDUFC2","NDUFB4",7,"NDUFC2-NDUFB4<br />0.6915"
"NDUFS2","NDUFB4",7,"NDUFS2-NDUFB4<br />0.7127"
"NDUFS3","NDUFB4",4,"NDUFS3-NDUFB4<br />0.442"
"NDUFS7","NDUFB4",5,"NDUFS7-NDUFB4<br />0.5265"
"NDUFS8","NDUFB4",7,"NDUFS8-NDUFB4<br />0.6561"
"NDUFV1","NDUFB4",5,"NDUFV1-NDUFB4<br />0.5197"
"NDUFV2","NDUFB4",7,"NDUFV2-NDUFB4<br />0.6655"
"PDSS2","NDUFB4",5,"PDSS2-NDUFB4<br />0.4628"
"RTN4IP1","NDUFB4",5,"RTN4IP1-NDUFB4<br />0.5149"
"TIMMDC1","NDUFB4",7,"TIMMDC1-NDUFB4<br />0.7171"
"NDUFB7","NDUFB5",6,"NDUFB7-NDUFB5<br />0.5742"
"NDUFB9","NDUFB5",6,"NDUFB9-NDUFB5<br />0.619"
"NDUFC1","NDUFB5",7,"NDUFC1-NDUFB5<br />0.6759"
"NDUFC2","NDUFB5",7,"NDUFC2-NDUFB5<br />0.6517"
"NDUFS2","NDUFB5",6,"NDUFS2-NDUFB5<br />0.6219"
"NDUFS3","NDUFB5",4,"NDUFS3-NDUFB5<br />0.41"
"NDUFS7","NDUFB5",6,"NDUFS7-NDUFB5<br />0.5662"
"NDUFS8","NDUFB5",7,"NDUFS8-NDUFB5<br />0.6704"
"NDUFV1","NDUFB5",5,"NDUFV1-NDUFB5<br />0.4651"
"NDUFV2","NDUFB5",6,"NDUFV2-NDUFB5<br />0.6384"
"PDSS2","NDUFB5",4,"PDSS2-NDUFB5<br />0.447"
"RTN4IP1","NDUFB5",5,"RTN4IP1-NDUFB5<br />0.4904"
"TIMMDC1","NDUFB5",6,"TIMMDC1-NDUFB5<br />0.6097"
"NDUFB9","NDUFB7",6,"NDUFB9-NDUFB7<br />0.6002"
"NDUFC1","NDUFB7",6,"NDUFC1-NDUFB7<br />0.6329"
"NDUFC2","NDUFB7",7,"NDUFC2-NDUFB7<br />0.6557"
"NDUFS2","NDUFB7",6,"NDUFS2-NDUFB7<br />0.6393"
"NDUFS3","NDUFB7",4,"NDUFS3-NDUFB7<br />0.4016"
"NDUFS7","NDUFB7",5,"NDUFS7-NDUFB7<br />0.5349"
"NDUFS8","NDUFB7",6,"NDUFS8-NDUFB7<br />0.6313"
"NDUFV1","NDUFB7",4,"NDUFV1-NDUFB7<br />0.4369"
"NDUFV2","NDUFB7",6,"NDUFV2-NDUFB7<br />0.6056"
"PDSS2","NDUFB7",4,"PDSS2-NDUFB7<br />0.371"
"RTN4IP1","NDUFB7",4,"RTN4IP1-NDUFB7<br />0.4491"
"TIMMDC1","NDUFB7",5,"TIMMDC1-NDUFB7<br />0.5382"
"NDUFC1","NDUFB9",7,"NDUFC1-NDUFB9<br />0.7203"
"NDUFC2","NDUFB9",7,"NDUFC2-NDUFB9<br />0.6893"
"NDUFS2","NDUFB9",7,"NDUFS2-NDUFB9<br />0.7197"
"NDUFS3","NDUFB9",5,"NDUFS3-NDUFB9<br />0.4531"
"NDUFS7","NDUFB9",5,"NDUFS7-NDUFB9<br />0.5392"
"NDUFS8","NDUFB9",7,"NDUFS8-NDUFB9<br />0.6586"
"NDUFV1","NDUFB9",5,"NDUFV1-NDUFB9<br />0.4699"
"NDUFV2","NDUFB9",6,"NDUFV2-NDUFB9<br />0.6249"
"PDSS2","NDUFB9",5,"PDSS2-NDUFB9<br />0.4607"
"RTN4IP1","NDUFB9",5,"RTN4IP1-NDUFB9<br />0.527"
"TIMMDC1","NDUFB9",7,"TIMMDC1-NDUFB9<br />0.6755"
"NDUFC2","NDUFC1",8,"NDUFC2-NDUFC1<br />0.8077"
"NDUFS2","NDUFC1",7,"NDUFS2-NDUFC1<br />0.7458"
"NDUFS3","NDUFC1",5,"NDUFS3-NDUFC1<br />0.4975"
"NDUFS7","NDUFC1",6,"NDUFS7-NDUFC1<br />0.6083"
"NDUFS8","NDUFC1",7,"NDUFS8-NDUFC1<br />0.7375"
"NDUFV1","NDUFC1",6,"NDUFV1-NDUFC1<br />0.5504"
"NDUFV2","NDUFC1",8,"NDUFV2-NDUFC1<br />0.7575"
"PDSS2","NDUFC1",5,"PDSS2-NDUFC1<br />0.5209"
"RTN4IP1","NDUFC1",6,"RTN4IP1-NDUFC1<br />0.5531"
"TIMMDC1","NDUFC1",7,"TIMMDC1-NDUFC1<br />0.7415"
"NDUFS2","NDUFC2",7,"NDUFS2-NDUFC2<br />0.7494"
"NDUFS3","NDUFC2",5,"NDUFS3-NDUFC2<br />0.5165"
"NDUFS7","NDUFC2",6,"NDUFS7-NDUFC2<br />0.6266"
"NDUFS8","NDUFC2",8,"NDUFS8-NDUFC2<br />0.766"
"NDUFV1","NDUFC2",6,"NDUFV1-NDUFC2<br />0.5868"
"NDUFV2","NDUFC2",8,"NDUFV2-NDUFC2<br />0.7644"
"PDSS2","NDUFC2",5,"PDSS2-NDUFC2<br />0.4931"
"RTN4IP1","NDUFC2",5,"RTN4IP1-NDUFC2<br />0.5106"
"TIMMDC1","NDUFC2",7,"TIMMDC1-NDUFC2<br />0.7316"
"NDUFS3","NDUFS2",5,"NDUFS3-NDUFS2<br />0.5034"
"NDUFS7","NDUFS2",6,"NDUFS7-NDUFS2<br />0.599"
"NDUFS8","NDUFS2",7,"NDUFS8-NDUFS2<br />0.7252"
"NDUFV1","NDUFS2",6,"NDUFV1-NDUFS2<br />0.5623"
"NDUFV2","NDUFS2",7,"NDUFV2-NDUFS2<br />0.7018"
"PDSS2","NDUFS2",5,"PDSS2-NDUFS2<br />0.4585"
"RTN4IP1","NDUFS2",5,"RTN4IP1-NDUFS2<br />0.5305"
"TIMMDC1","NDUFS2",7,"TIMMDC1-NDUFS2<br />0.681"
"NDUFS7","NDUFS3",3,"NDUFS7-NDUFS3<br />0.3327"
"NDUFS8","NDUFS3",4,"NDUFS8-NDUFS3<br />0.4039"
"NDUFV1","NDUFS3",3,"NDUFV1-NDUFS3<br />0.3452"
"NDUFV2","NDUFS3",5,"NDUFV2-NDUFS3<br />0.4616"
"PDSS2","NDUFS3",3,"PDSS2-NDUFS3<br />0.3422"
"RTN4IP1","NDUFS3",3,"RTN4IP1-NDUFS3<br />0.3451"
"TIMMDC1","NDUFS3",5,"TIMMDC1-NDUFS3<br />0.4726"
"NDUFS8","NDUFS7",7,"NDUFS8-NDUFS7<br />0.6895"
"NDUFV1","NDUFS7",6,"NDUFV1-NDUFS7<br />0.5922"
"NDUFV2","NDUFS7",6,"NDUFV2-NDUFS7<br />0.6124"
"PDSS2","NDUFS7",4,"PDSS2-NDUFS7<br />0.3902"
"RTN4IP1","NDUFS7",4,"RTN4IP1-NDUFS7<br />0.3546"
"TIMMDC1","NDUFS7",5,"TIMMDC1-NDUFS7<br />0.5355"
"NDUFV1","NDUFS8",7,"NDUFV1-NDUFS8<br />0.6546"
"NDUFV2","NDUFS8",7,"NDUFV2-NDUFS8<br />0.737"
"PDSS2","NDUFS8",5,"PDSS2-NDUFS8<br />0.4751"
"RTN4IP1","NDUFS8",5,"RTN4IP1-NDUFS8<br />0.4778"
"TIMMDC1","NDUFS8",7,"TIMMDC1-NDUFS8<br />0.705"
"NDUFV2","NDUFV1",5,"NDUFV2-NDUFV1<br />0.5338"
"PDSS2","NDUFV1",3,"PDSS2-NDUFV1<br />0.3117"
"RTN4IP1","NDUFV1",4,"RTN4IP1-NDUFV1<br />0.3518"
"TIMMDC1","NDUFV1",5,"TIMMDC1-NDUFV1<br />0.5445"
"PDSS2","NDUFV2",5,"PDSS2-NDUFV2<br />0.479"
"RTN4IP1","NDUFV2",4,"RTN4IP1-NDUFV2<br />0.4488"
"TIMMDC1","NDUFV2",7,"TIMMDC1-NDUFV2<br />0.6832"
"RTN4IP1","PDSS2",5,"RTN4IP1-PDSS2<br />0.4839"
"TIMMDC1","PDSS2",5,"TIMMDC1-PDSS2<br />0.4733"
"TIMMDC1","RTN4IP1",5,"TIMMDC1-RTN4IP1<br />0.5001"
"CRK","BCAR1",4,"CRK-BCAR1<br />0.4346"
"CRKL","BCAR1",5,"CRKL-BCAR1<br />0.5265"
"DOCK5","BCAR1",4,"DOCK5-BCAR1<br />0.3774"
"ILK","BCAR1",5,"ILK-BCAR1<br />0.4588"
"IPO5","BCAR1",2,"IPO5-BCAR1<br />0.1811"
"LIMS1","BCAR1",4,"LIMS1-BCAR1<br />0.4052"
"MYO10","BCAR1",4,"MYO10-BCAR1<br />0.3803"
"PTPN1","BCAR1",4,"PTPN1-BCAR1<br />0.3667"
"PXN","BCAR1",3,"PXN-BCAR1<br />0.3471"
"RAC1","BCAR1",4,"RAC1-BCAR1<br />0.3922"
"RAPGEF1","BCAR1",3,"RAPGEF1-BCAR1<br />0.3077"
"RHOG","BCAR1",3,"RHOG-BCAR1<br />0.3187"
"RSU1","BCAR1",4,"RSU1-BCAR1<br />0.4291"
"SEPTIN9","BCAR1",3,"SEPTIN9-BCAR1<br />0.2859"
"SRC","BCAR1",3,"SRC-BCAR1<br />0.3276"
"STUB1","BCAR1",1,"STUB1-BCAR1<br />0.1053"
"TLN1","BCAR1",4,"TLN1-BCAR1<br />0.3769"
"TNS3","BCAR1",2,"TNS3-BCAR1<br />0.2367"
"TRIO","BCAR1",3,"TRIO-BCAR1<br />0.3487"
"VCL","BCAR1",4,"VCL-BCAR1<br />0.3669"
"CRKL","CRK",4,"CRKL-CRK<br />0.4043"
"DOCK5","CRK",4,"DOCK5-CRK<br />0.372"
"ILK","CRK",5,"ILK-CRK<br />0.4586"
"IPO5","CRK",2,"IPO5-CRK<br />0.1802"
"LIMS1","CRK",4,"LIMS1-CRK<br />0.363"
"MYO10","CRK",3,"MYO10-CRK<br />0.2992"
"NEDD9","CRK",2,"NEDD9-CRK<br />0.2045"
"PTPN1","CRK",3,"PTPN1-CRK<br />0.3462"
"PXN","CRK",3,"PXN-CRK<br />0.3474"
"RAC1","CRK",5,"RAC1-CRK<br />0.4695"
"RAPGEF1","CRK",4,"RAPGEF1-CRK<br />0.3962"
"RHOG","CRK",4,"RHOG-CRK<br />0.3556"
"RSU1","CRK",4,"RSU1-CRK<br />0.3797"
"SEPTIN9","CRK",2,"SEPTIN9-CRK<br />0.1539"
"SRC","CRK",3,"SRC-CRK<br />0.2852"
"STUB1","CRK",2,"STUB1-CRK<br />0.2381"
"TLN1","CRK",3,"TLN1-CRK<br />0.3423"
"TNS3","CRK",2,"TNS3-CRK<br />0.2341"
"TRIO","CRK",5,"TRIO-CRK<br />0.453"
"VCL","CRK",4,"VCL-CRK<br />0.3984"
"DOCK5","CRKL",4,"DOCK5-CRKL<br />0.4039"
"ILK","CRKL",6,"ILK-CRKL<br />0.5877"
"IPO5","CRKL",2,"IPO5-CRKL<br />0.2377"
"LIMS1","CRKL",5,"LIMS1-CRKL<br />0.4767"
"MYO10","CRKL",4,"MYO10-CRKL<br />0.3919"
"NEDD9","CRKL",3,"NEDD9-CRKL<br />0.258"
"PTPN1","CRKL",5,"PTPN1-CRKL<br />0.4552"
"PXN","CRKL",5,"PXN-CRKL<br />0.4544"
"RAC1","CRKL",5,"RAC1-CRKL<br />0.5377"
"RAPGEF1","CRKL",5,"RAPGEF1-CRKL<br />0.4883"
"RHOG","CRKL",4,"RHOG-CRKL<br />0.3612"
"RSU1","CRKL",4,"RSU1-CRKL<br />0.4397"
"SEPTIN9","CRKL",2,"SEPTIN9-CRKL<br />0.1882"
"SRC","CRKL",3,"SRC-CRKL<br />0.345"
"TLN1","CRKL",5,"TLN1-CRKL<br />0.4734"
"TNS3","CRKL",3,"TNS3-CRKL<br />0.328"
"TRIO","CRKL",4,"TRIO-CRKL<br />0.3893"
"VCL","CRKL",4,"VCL-CRKL<br />0.4237"
"ILK","DOCK5",3,"ILK-DOCK5<br />0.331"
"IPO5","DOCK5",2,"IPO5-DOCK5<br />0.1714"
"LIMS1","DOCK5",3,"LIMS1-DOCK5<br />0.2863"
"MYO10","DOCK5",3,"MYO10-DOCK5<br />0.2785"
"NEDD9","DOCK5",1,"NEDD9-DOCK5<br />0.1312"
"PTPN1","DOCK5",2,"PTPN1-DOCK5<br />0.225"
"PXN","DOCK5",2,"PXN-DOCK5<br />0.2401"
"RAC1","DOCK5",3,"RAC1-DOCK5<br />0.3212"
"RAPGEF1","DOCK5",2,"RAPGEF1-DOCK5<br />0.2392"
"RHOG","DOCK5",3,"RHOG-DOCK5<br />0.3066"
"RSU1","DOCK5",3,"RSU1-DOCK5<br />0.3164"
"SEPTIN9","DOCK5",1,"SEPTIN9-DOCK5<br />0.1214"
"SRC","DOCK5",3,"SRC-DOCK5<br />0.2932"
"TLN1","DOCK5",3,"TLN1-DOCK5<br />0.2997"
"TNS3","DOCK5",2,"TNS3-DOCK5<br />0.1858"
"TRIO","DOCK5",2,"TRIO-DOCK5<br />0.2366"
"VCL","DOCK5",2,"VCL-DOCK5<br />0.228"
"IPO5","ILK",3,"IPO5-ILK<br />0.2757"
"LIMS1","ILK",6,"LIMS1-ILK<br />0.6239"
"MYO10","ILK",4,"MYO10-ILK<br />0.3846"
"NEDD9","ILK",2,"NEDD9-ILK<br />0.2326"
"PTPN1","ILK",4,"PTPN1-ILK<br />0.3849"
"PXN","ILK",5,"PXN-ILK<br />0.4642"
"RAC1","ILK",6,"RAC1-ILK<br />0.5654"
"RAPGEF1","ILK",4,"RAPGEF1-ILK<br />0.4109"
"RHOG","ILK",4,"RHOG-ILK<br />0.3706"
"RSU1","ILK",6,"RSU1-ILK<br />0.6047"
"SEPTIN9","ILK",1,"SEPTIN9-ILK<br />0.1494"
"SRC","ILK",2,"SRC-ILK<br />0.2401"
"TLN1","ILK",5,"TLN1-ILK<br />0.5141"
"TNS3","ILK",4,"TNS3-ILK<br />0.4093"
"TRIO","ILK",4,"TRIO-ILK<br />0.3586"
"VCL","ILK",5,"VCL-ILK<br />0.541"
"LIMS1","IPO5",2,"LIMS1-IPO5<br />0.2164"
"MYO10","IPO5",1,"MYO10-IPO5<br />0.1238"
"PTPN1","IPO5",1,"PTPN1-IPO5<br />0.1364"
"PXN","IPO5",1,"PXN-IPO5<br />0.1163"
"RAC1","IPO5",2,"RAC1-IPO5<br />0.2274"
"RAPGEF1","IPO5",2,"RAPGEF1-IPO5<br />0.1501"
"RHOG","IPO5",2,"RHOG-IPO5<br />0.2046"
"RSU1","IPO5",2,"RSU1-IPO5<br />0.2162"
"SEPTIN9","IPO5",2,"SEPTIN9-IPO5<br />0.1677"
"TLN1","IPO5",2,"TLN1-IPO5<br />0.1614"
"TNS3","IPO5",2,"TNS3-IPO5<br />0.1505"
"TRIO","IPO5",1,"TRIO-IPO5<br />0.1102"
"MYO10","LIMS1",3,"MYO10-LIMS1<br />0.2611"
"NEDD9","LIMS1",1,"NEDD9-LIMS1<br />0.1485"
"PTPN1","LIMS1",3,"PTPN1-LIMS1<br />0.3131"
"PXN","LIMS1",4,"PXN-LIMS1<br />0.4307"
"RAC1","LIMS1",5,"RAC1-LIMS1<br />0.465"
"RAPGEF1","LIMS1",4,"RAPGEF1-LIMS1<br />0.3969"
"RHOG","LIMS1",3,"RHOG-LIMS1<br />0.2877"
"RSU1","LIMS1",5,"RSU1-LIMS1<br />0.4901"
"SEPTIN9","LIMS1",2,"SEPTIN9-LIMS1<br />0.215"
"SRC","LIMS1",2,"SRC-LIMS1<br />0.2081"
"TLN1","LIMS1",4,"TLN1-LIMS1<br />0.4469"
"TNS3","LIMS1",3,"TNS3-LIMS1<br />0.2881"
"TRIO","LIMS1",3,"TRIO-LIMS1<br />0.288"
"VCL","LIMS1",4,"VCL-LIMS1<br />0.4159"
"NEDD9","MYO10",2,"NEDD9-MYO10<br />0.1508"
"PTPN1","MYO10",2,"PTPN1-MYO10<br />0.2401"
"PXN","MYO10",2,"PXN-MYO10<br />0.212"
"RAC1","MYO10",3,"RAC1-MYO10<br />0.3131"
"RAPGEF1","MYO10",2,"RAPGEF1-MYO10<br />0.2483"
"RHOG","MYO10",1,"RHOG-MYO10<br />0.1471"
"RSU1","MYO10",3,"RSU1-MYO10<br />0.3368"
"SEPTIN9","MYO10",2,"SEPTIN9-MYO10<br />0.1923"
"SRC","MYO10",2,"SRC-MYO10<br />0.1604"
"STUB1","MYO10",1,"STUB1-MYO10<br />0.1069"
"TLN1","MYO10",3,"TLN1-MYO10<br />0.2532"
"TNS3","MYO10",3,"TNS3-MYO10<br />0.2546"
"TRIO","MYO10",3,"TRIO-MYO10<br />0.2796"
"VCL","MYO10",3,"VCL-MYO10<br />0.2832"
"PTPN1","NEDD9",1,"PTPN1-NEDD9<br />0.1468"
"PXN","NEDD9",2,"PXN-NEDD9<br />0.1729"
"RAC1","NEDD9",2,"RAC1-NEDD9<br />0.1709"
"RAPGEF1","NEDD9",2,"RAPGEF1-NEDD9<br />0.1545"
"RHOG","NEDD9",1,"RHOG-NEDD9<br />0.1006"
"RSU1","NEDD9",2,"RSU1-NEDD9<br />0.1522"
"TLN1","NEDD9",2,"TLN1-NEDD9<br />0.2266"
"TNS3","NEDD9",1,"TNS3-NEDD9<br />0.116"
"TRIO","NEDD9",1,"TRIO-NEDD9<br />0.121"
"VCL","NEDD9",2,"VCL-NEDD9<br />0.1563"
"PXN","PTPN1",3,"PXN-PTPN1<br />0.2878"
"RAC1","PTPN1",3,"RAC1-PTPN1<br />0.3475"
"RAPGEF1","PTPN1",2,"RAPGEF1-PTPN1<br />0.2176"
"RHOG","PTPN1",2,"RHOG-PTPN1<br />0.2491"
"RSU1","PTPN1",3,"RSU1-PTPN1<br />0.3132"
"SEPTIN9","PTPN1",1,"SEPTIN9-PTPN1<br />0.1107"
"SRC","PTPN1",3,"SRC-PTPN1<br />0.2684"
"STUB1","PTPN1",1,"STUB1-PTPN1<br />0.1252"
"TLN1","PTPN1",4,"TLN1-PTPN1<br />0.3773"
"TNS3","PTPN1",2,"TNS3-PTPN1<br />0.1563"
"TRIO","PTPN1",3,"TRIO-PTPN1<br />0.2892"
"VCL","PTPN1",4,"VCL-PTPN1<br />0.3715"
"RAC1","PXN",5,"RAC1-PXN<br />0.4798"
"RAPGEF1","PXN",3,"RAPGEF1-PXN<br />0.3129"
"RHOG","PXN",2,"RHOG-PXN<br />0.2023"
"RSU1","PXN",3,"RSU1-PXN<br />0.3415"
"SEPTIN9","PXN",1,"SEPTIN9-PXN<br />0.136"
"SRC","PXN",2,"SRC-PXN<br />0.2117"
"STUB1","PXN",1,"STUB1-PXN<br />0.1225"
"TLN1","PXN",4,"TLN1-PXN<br />0.3539"
"TNS3","PXN",3,"TNS3-PXN<br />0.2789"
"TRIO","PXN",2,"TRIO-PXN<br />0.2187"
"VCL","PXN",3,"VCL-PXN<br />0.3159"
"RAPGEF1","RAC1",4,"RAPGEF1-RAC1<br />0.3982"
"RHOG","RAC1",3,"RHOG-RAC1<br />0.3148"
"RSU1","RAC1",4,"RSU1-RAC1<br />0.4487"
"SEPTIN9","RAC1",2,"SEPTIN9-RAC1<br />0.2257"
"SRC","RAC1",2,"SRC-RAC1<br />0.2359"
"STUB1","RAC1",1,"STUB1-RAC1<br />0.1291"
"TLN1","RAC1",5,"TLN1-RAC1<br />0.4737"
"TNS3","RAC1",3,"TNS3-RAC1<br />0.2884"
"TRIO","RAC1",4,"TRIO-RAC1<br />0.3731"
"VCL","RAC1",5,"VCL-RAC1<br />0.4502"
"RHOG","RAPGEF1",3,"RHOG-RAPGEF1<br />0.2612"
"RSU1","RAPGEF1",3,"RSU1-RAPGEF1<br />0.3414"
"SEPTIN9","RAPGEF1",1,"SEPTIN9-RAPGEF1<br />0.1301"
"SRC","RAPGEF1",2,"SRC-RAPGEF1<br />0.215"
"STUB1","RAPGEF1",1,"STUB1-RAPGEF1<br />0.149"
"TLN1","RAPGEF1",4,"TLN1-RAPGEF1<br />0.3647"
"TNS3","RAPGEF1",3,"TNS3-RAPGEF1<br />0.3068"
"TRIO","RAPGEF1",3,"TRIO-RAPGEF1<br />0.3179"
"VCL","RAPGEF1",3,"VCL-RAPGEF1<br />0.2905"
"RSU1","RHOG",3,"RSU1-RHOG<br />0.268"
"SEPTIN9","RHOG",1,"SEPTIN9-RHOG<br />0.1263"
"SRC","RHOG",2,"SRC-RHOG<br />0.1547"
"STUB1","RHOG",1,"STUB1-RHOG<br />0.1061"
"TLN1","RHOG",3,"TLN1-RHOG<br />0.3132"
"TNS3","RHOG",1,"TNS3-RHOG<br />0.1167"
"TRIO","RHOG",4,"TRIO-RHOG<br />0.3603"
"VCL","RHOG",3,"VCL-RHOG<br />0.2576"
"SEPTIN9","RSU1",1,"SEPTIN9-RSU1<br />0.1465"
"SRC","RSU1",2,"SRC-RSU1<br />0.1846"
"STUB1","RSU1",2,"STUB1-RSU1<br />0.2024"
"TLN1","RSU1",5,"TLN1-RSU1<br />0.4582"
"TNS3","RSU1",3,"TNS3-RSU1<br />0.3315"
"TRIO","RSU1",4,"TRIO-RSU1<br />0.3855"
"VCL","RSU1",5,"VCL-RSU1<br />0.4751"
"SRC","SEPTIN9",2,"SRC-SEPTIN9<br />0.1752"
"STUB1","SEPTIN9",2,"STUB1-SEPTIN9<br />0.1712"
"TLN1","SEPTIN9",2,"TLN1-SEPTIN9<br />0.1765"
"TNS3","SEPTIN9",1,"TNS3-SEPTIN9<br />0.1262"
"TRIO","SEPTIN9",2,"TRIO-SEPTIN9<br />0.1538"
"VCL","SEPTIN9",3,"VCL-SEPTIN9<br />0.283"
"TLN1","SRC",2,"TLN1-SRC<br />0.1809"
"TNS3","SRC",1,"TNS3-SRC<br />0.1216"
"TRIO","SRC",1,"TRIO-SRC<br />0.1192"
"VCL","SRC",2,"VCL-SRC<br />0.2312"
"TRIO","STUB1",2,"TRIO-STUB1<br />0.1729"
"VCL","STUB1",2,"VCL-STUB1<br />0.215"
"TNS3","TLN1",2,"TNS3-TLN1<br />0.2412"
"TRIO","TLN1",3,"TRIO-TLN1<br />0.3044"
"VCL","TLN1",4,"VCL-TLN1<br />0.4205"
"TRIO","TNS3",2,"TRIO-TNS3<br />0.1678"
"VCL","TNS3",3,"VCL-TNS3<br />0.2792"
"VCL","TRIO",4,"VCL-TRIO<br />0.3979"
"CDC5L","CDC20",2,"CDC5L-CDC20<br />0.1846"
"DUT","CDC20",3,"DUT-CDC20<br />0.2783"
"EEF2","CDC20",2,"EEF2-CDC20<br />0.1774"
"GSPT1","CDC20",2,"GSPT1-CDC20<br />0.1631"
"HAMP","CDC20",3,"HAMP-CDC20<br />0.2883"
"HSPA5","CDC20",4,"HSPA5-CDC20<br />0.3586"
"INTS3","CDC20",2,"INTS3-CDC20<br />0.1874"
"KIF23","CDC20",1,"KIF23-CDC20<br />0.1178"
"NUS1","CDC20",1,"NUS1-CDC20<br />0.137"
"PSMB6","CDC20",1,"PSMB6-CDC20<br />0.1253"
"RAN","CDC20",4,"RAN-CDC20<br />0.3961"
"RNPC3","CDC20",3,"RNPC3-CDC20<br />0.2889"
"SBDS","CDC20",2,"SBDS-CDC20<br />0.1767"
"SF3B1","CDC20",2,"SF3B1-CDC20<br />0.2278"
"SNRPA1","CDC20",2,"SNRPA1-CDC20<br />0.2345"
"SNRPE","CDC20",1,"SNRPE-CDC20<br />0.1489"
"SPC24","CDC20",3,"SPC24-CDC20<br />0.301"
"SRSF2","CDC20",2,"SRSF2-CDC20<br />0.1677"
"DUT","CDC5L",4,"DUT-CDC5L<br />0.3992"
"EEF2","CDC5L",2,"EEF2-CDC5L<br />0.2355"
"GSPT1","CDC5L",2,"GSPT1-CDC5L<br />0.1838"
"HAMP","CDC5L",2,"HAMP-CDC5L<br />0.2429"
"HSPA5","CDC5L",3,"HSPA5-CDC5L<br />0.2994"
"INTS3","CDC5L",2,"INTS3-CDC5L<br />0.176"
"KIF23","CDC5L",2,"KIF23-CDC5L<br />0.1966"
"NUS1","CDC5L",2,"NUS1-CDC5L<br />0.1708"
"PSMB6","CDC5L",2,"PSMB6-CDC5L<br />0.1922"
"RAN","CDC5L",4,"RAN-CDC5L<br />0.4148"
"RNPC3","CDC5L",2,"RNPC3-CDC5L<br />0.209"
"SBDS","CDC5L",2,"SBDS-CDC5L<br />0.1704"
"SF3B1","CDC5L",2,"SF3B1-CDC5L<br />0.2494"
"SNRPA1","CDC5L",3,"SNRPA1-CDC5L<br />0.2612"
